Date,Open,High,Low,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Volume,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
01-Jan-16,40000,41399.95,39868,40546.75,40771.2828,1616,1061,65886393,151,9.34,1531.95,546.75
04-Jan-16,40500,40729.05,40282.45,40494.6,40479.49349,614,424,24854409,114,18.57,446.6,-5.4
05-Jan-16,40621.45,40740,40325.75,40581.45,40512.33602,497,315,20134631,86,17.3,414.25,-40
06-Jan-16,40573.25,41178.2,40318,40446.15,40689.59016,915,648,37230975,87,9.51,860.2,-127.1
07-Jan-16,40050,40168.45,39000.05,39052.25,39266.72034,1888,597,74135568,967,51.22,1168.4,-997.75
08-Jan-16,39593.2,39593.2,38501.5,38661.2,38953.24015,1041,629,40550323,216,20.75,1091.7,-932
11-Jan-16,38450,39150,38209.35,39033.05,38677.39076,714,471,27615657,184,25.77,940.65,583.05
12-Jan-16,38850.5,39234.65,38707.05,38926.3,39020.87844,617,441,24075882,35,5.67,527.6,75.8
13-Jan-16,38800.05,39167.55,37920.05,38445.1,38501.48173,1177,775,45316244,154,13.08,1247.5,-354.95
14-Jan-16,38035,38647.65,37933.1,38255.8,38246.99435,531,317,20309154,50,9.42,714.55,220.8
15-Jan-16,38320,38469.05,37299.05,37624.75,37994.46561,887,560,33701091,210,23.68,1170,-695.25
18-Jan-16,37625,37625,35901.1,36248.2,36632.49456,1102,626,40369009,284,25.77,1723.9,-1376.8
19-Jan-16,36300,36718,35550,36321.95,36156.15152,858,636,31021978,97,11.31,1168,21.95
20-Jan-16,36320,36320,34650,34977.35,35143.13254,1841,1198,64698507,227,12.33,1670,-1342.65
21-Jan-16,35420,35675,34563.2,34940.45,35035.16251,923,636,32337455,124,13.43,1111.8,-479.55
22-Jan-16,35300,36400,35154.1,36259.05,35823.67486,1058,674,37901448,208,19.66,1245.9,959.05
25-Jan-16,36839.5,38149.8,35532.45,36010.65,36554.81512,6496,4573,237460079,567,8.73,2617.35,-828.85
27-Jan-16,36289.9,36291.1,35670,35792.25,35880.38081,1355,816,48617916,237,17.49,621.1,-497.65
28-Jan-16,35792.25,35946.1,35360.05,35712.4,35732.72699,967,660,34553547,224,23.16,586.05,-79.85
29-Jan-16,35667.5,35950,35263.55,35607.1,35606.51989,1835,977,65337964,507,27.63,686.45,-60.4
01-Feb-16,35672.1,35865,34050,34313.25,34789.37422,1916,1250,66656441,558,29.12,1815,-1358.85
02-Feb-16,34166,35100,34100,34626.3,34735.64792,2187,1393,75966862,744,34.02,1000,460.3
03-Feb-16,34451,34466,34020,34193.7,34207.64286,1190,484,40707095,493,41.43,446,-257.3
04-Feb-16,34461.2,34759.7,33450.05,33734.95,33872.87021,1695,1089,57414515,391,23.07,1309.65,-726.25
05-Feb-16,33924.95,34370.2,33450.05,34189.7,33900.72124,1295,772,43901434,314,24.25,920.15,264.75
08-Feb-16,34100.05,34780,33801,34185.35,34302.86871,1173,758,40237265,236,20.12,979,85.3
09-Feb-16,33968.2,33968.2,33600,33652.9,33782.98097,683,426,23073776,186,27.23,368.2,-315.3
10-Feb-16,34009.85,34497.85,33230,33811.1,33842.72495,2345,1341,79361190,513,21.88,1267.85,-198.75
11-Feb-16,33601,34136.75,31900,32239.95,33227.78523,3874,1376,128724440,1836,47.39,2236.75,-1361.05
12-Feb-16,32540,32980.9,31190,31762.3,31850.51464,2664,1379,84849771,615,23.09,1790.9,-777.7
15-Feb-16,32250.55,33479.9,32250.5,33265.4,32984.42595,1472,797,48553075,188,12.77,1229.4,1014.85
16-Feb-16,33566.75,33701,33000.1,33199.15,33332.58009,1386,757,46198956,176,12.7,700.9,-367.6
17-Feb-16,33487.8,33489.75,32600,33242,32971.13156,1581,998,52127359,163,10.31,889.75,-245.8
18-Feb-16,33201,33765.35,33070,33410.35,33482.09617,1071,653,35859325,66,6.16,695.35,209.35
19-Feb-16,33220.6,33700,33063.25,33539.95,33358.1335,794,440,26486358,103,12.97,636.75,319.35
22-Feb-16,33746.6,34057.55,33500.05,33684.75,33754.88645,775,547,26160037,102,13.16,557.5,-61.85
23-Feb-16,33800,34059.35,33392.9,33544.55,33675.85531,857,505,28860208,94,10.97,666.45,-255.45
24-Feb-16,33448.45,33577.95,32430,32714.3,32984.67025,1395,700,46013615,194,13.91,1147.95,-734.15
25-Feb-16,32743.4,33000,31714.6,31933.75,32542.74228,1296,734,42175394,277,21.37,1285.4,-809.65
26-Feb-16,32207.6,32567.7,32086.15,32307.65,32309.04487,936,516,30241266,100,10.68,481.55,100.05
29-Feb-16,32697,32803.85,31775,32429.35,32366.01325,1585,961,51300131,188,11.86,1028.85,-267.65
01-Mar-16,32400,33974,32400,33726,33190.26148,1698,905,56357064,450,26.5,1574,1326
02-Mar-16,33845,35197.35,33845,34090.1,34546.83333,1968,1234,67988168,170,8.64,1352.35,245.1
03-Mar-16,34449,34649,33905.45,34048.5,34093.37031,1172,698,39957430,323,27.56,743.55,-400.5
04-Mar-16,34100,34410,33775,34273.3,34159.73998,1323,737,45193336,146,11.04,635,173.3
08-Mar-16,34225,34533,33965.45,34402.45,34373.27704,906,579,31142189,130,14.35,567.55,177.45
09-Mar-16,34402.45,34500.5,34105,34367,34340.11556,1298,644,44573470,291,22.42,395.5,-35.45
10-Mar-16,34499,34628.05,34200,34387.4,34350.49028,669,384,22980478,85,12.71,428.05,-111.6
11-Mar-16,34252,34812.7,33933.05,34433.65,34377.77637,1261,666,43350376,82,6.5,879.65,181.65
14-Mar-16,34681,34799.9,34345,34569.6,34564.74648,781,459,26995067,127,16.26,454.9,-111.4
15-Mar-16,34523.75,34585.8,33900,34313.55,34291.89716,1585,816,54352657,560,35.33,685.8,-210.2
16-Mar-16,34160.05,34277.9,33324.8,33427.65,33672.74115,1186,702,39935871,257,21.67,953.1,-732.4
17-Mar-16,33772.1,34119.85,33583.5,33839.3,33861.86695,932,609,31559260,182,19.53,536.35,67.2
18-Mar-16,33800,34833.8,33800,34680.2,34355.2402,1607,650,55208871,547,34.04,1033.8,880.2
21-Mar-16,34859,35000,34556,34747.95,34787.44972,885,496,30786893,269,30.4,444,-111.05
22-Mar-16,34700,35265,34499.95,34817.95,34804.37629,1451,729,50501150,355,24.47,765.05,117.95
23-Mar-16,34777,35550.65,34600,35298.75,35066.72921,2201,1344,77181871,549,24.94,950.65,521.75
28-Mar-16,35392,36408.35,35222.1,36124.2,35713.64969,1630,1006,58213249,187,11.47,1186.25,732.2
29-Mar-16,36160,36971.8,35765,36798.15,36349.08835,1279,747,46490484,146,11.42,1206.8,638.15
30-Mar-16,37023.3,37984.95,36734,37720.75,37278.45155,1940,1207,72320196,330,17.01,1250.95,697.45
31-Mar-16,37888,38969.35,37849.2,38368.5,38542.86275,2142,1345,82558812,277,12.93,1120.15,480.5
01-Apr-16,38100,38299,37201,37364.6,37707.40279,1291,787,48680257,182,14.1,1098,-735.4
04-Apr-16,37350,37507.65,36728.8,36826.05,37059.74419,1247,843,46213501,163,13.07,778.85,-523.95
05-Apr-16,36799,37207.95,35601,35775.95,36359.51633,1255,760,45631193,262,20.88,1606.95,-1023.05
06-Apr-16,35955,36576,35802,36083.4,36157.6789,1199,803,43353057,175,14.6,774,128.4
07-Apr-16,36368.8,36524.05,35664.2,35829.75,36094.30885,1062,717,38332156,171,16.1,859.85,-539.05
08-Apr-16,35903.9,36089.95,35222,35459.75,35655.76984,1273,734,45389795,257,20.19,867.95,-444.15
11-Apr-16,35589,35998,35174,35825.7,35652.68155,1680,953,59896505,464,27.62,824,236.7
12-Apr-16,35866.7,36647.3,35866.7,36329.2,36229.36591,2077,1072,75248393,418,20.13,780.6,462.5
13-Apr-16,36625,36983.55,36260.1,36499.15,36717.93566,2036,1091,74757717,495,24.31,723.45,-125.85
18-Apr-16,36550,36900,36184,36686.95,36556.47329,1217,716,44489228,231,18.98,716,136.95
20-Apr-16,36814.3,37199.95,36650.5,36781.2,36881.0677,842,555,31053859,144,17.1,549.45,-33.1
21-Apr-16,36853.75,37019.75,35750,36028.3,36594.50763,1507,935,55147923,210,13.93,1269.75,-825.45
22-Apr-16,35899.05,36016.55,35452.35,35552.7,35685.16853,985,597,35149891,268,27.21,564.2,-346.35
25-Apr-16,35466.75,35640,35155.1,35413.6,35368.0791,1593,952,56341350,396,24.86,484.9,-53.15
26-Apr-16,35482.5,35950,35445.15,35625.5,35648.70656,869,538,30978726,130,14.96,504.85,143
27-Apr-16,35654.75,35854.9,34650,34787.6,35145.50583,1372,883,48219634,293,21.36,1204.9,-867.15
28-Apr-16,34899,35122.95,34001,34178.35,34553.91742,1320,872,45611171,318,24.09,1121.95,-720.65
29-Apr-16,34215.05,34217,33550.05,33791.6,33896.87979,2088,984,70776685,904,43.3,666.95,-423.45
02-May-16,33714.8,34764.95,33700,34164.5,34274.07596,1922,1154,65874774,467,24.3,1064.95,449.7
03-May-16,34351,34850,33210.5,33450,34100.41697,5010,3112,170843089,848,16.93,1639.5,-901
04-May-16,33300,34066.45,33300,33679.95,33654.74419,2064,1131,69463392,441,21.37,766.45,379.95
05-May-16,33899,33980,33671.3,33831.1,33825.68382,816,482,27601758,155,19,308.7,-67.9
06-May-16,33700.55,33899,33396.25,33759.6,33659.00811,740,445,24907666,192,25.95,502.75,59.05
09-May-16,33885.15,33992.95,33580,33677.15,33788.28136,885,456,29902629,296,33.45,412.95,-208
10-May-16,33789,33869.8,33215,33337.75,33393.0338,2485,959,82981689,607,24.43,654.8,-451.25
11-May-16,33100,33300,32800,32867.35,33001.22242,1142,765,37687396,292,25.57,500,-232.65
12-May-16,32865,33380,32621.85,33240.3,33071.65341,2314,1045,76527806,850,36.73,758.15,375.3
13-May-16,33148.1,33530.5,32825.85,32937.95,32975.53344,4934,591,162701282,238,4.82,704.65,-210.15
16-May-16,33040,33150,32617.75,33022.45,32922.71789,872,574,28708610,225,25.8,532.25,-17.55
17-May-16,33050.05,33214.2,32700,32820.2,32978.51995,752,430,24799847,203,26.99,514.2,-229.85
18-May-16,32750,33000,32627.8,32881,32829.09138,580,395,19040873,86,14.83,372.2,131
19-May-16,32828.75,32912.7,32450,32579.3,32690.11886,875,501,28603854,282,32.23,462.7,-249.45
20-May-16,32585.25,32617.65,31955.05,32025.8,32242.60635,1133,770,36530873,389,34.33,662.6,-559.45
23-May-16,32164.75,32340.3,31680.05,31788.2,32000.00581,860,611,27520005,241,28.02,660.25,-376.55
24-May-16,31831,31898.95,31031.8,31256.6,31300.93923,1267,901,39658290,306,24.15,867.15,-574.4
25-May-16,31288.7,32075.55,31203.5,31926.55,31660.85152,1448,941,45844913,236,16.3,872.05,637.85
26-May-16,31977,32800,31935.8,32522.3,32249.8,970,560,31282306,270,27.84,864.2,545.3
27-May-16,32665.75,33700,32665.75,33585.5,33432.49878,1644,981,54963028,293,17.82,1034.25,919.75
30-May-16,32979,33819.95,32979,33455.65,33474.6742,531,305,17775052,148,27.87,840.95,476.65
31-May-16,33386.65,34000,33293.25,33806.25,33659.08559,958,620,32245404,220,22.96,706.75,419.6
01-Jun-16,33636,33900,33225,33326.15,33522.92841,866,567,29030856,191,22.06,675,-309.85
02-Jun-16,33250,33550,33085.55,33347.6,33301.06636,874,600,29105132,124,14.19,464.45,97.6
03-Jun-16,33508.7,33768.15,33340.15,33413.7,33500.45617,673,450,22545807,138,20.51,428,-95
06-Jun-16,33400,33579,33131,33245.95,33381.18765,421,296,14053480,100,23.75,448,-154.05
07-Jun-16,33488,33488,32800,33000,33145.77413,518,359,17169511,109,21.04,688,-488
08-Jun-16,33032.8,33213.8,32500.05,32638.1,32904.77391,1035,636,34056441,317,30.63,713.75,-394.7
09-Jun-16,32512,32819.25,32482.45,32585.9,32641.06306,444,271,14492632,106,23.87,336.8,73.9
10-Jun-16,32428.8,32666,32079.9,32212.7,32243.34308,1437,538,46333684,824,57.34,586.1,-216.1
13-Jun-16,32000,32178.6,31891,31972.65,31989.69383,2074,472,66346625,1405,67.74,287.6,-27.35
14-Jun-16,31999,32222.65,31840,31888.3,31990.0275,909,409,29078935,372,40.92,382.65,-110.7
15-Jun-16,32037.65,32080.55,31556,31659.45,31877.29621,898,565,28625812,219,24.39,524.55,-378.2
16-Jun-16,31680,31783.65,31564.15,31679.45,31673.37881,1246,540,39465030,491,39.41,219.5,-0.55
17-Jun-16,31763.55,31781.35,31260.1,31344.2,31501.97772,1122,667,35345219,322,28.7,521.25,-419.35
20-Jun-16,31200,32345.55,31005,32250.65,31850.96429,1428,979,45483177,276,19.33,1340.55,1050.65
21-Jun-16,32490,32490,31720,31842.8,32060.8207,686,404,21993723,211,30.76,770,-647.2
22-Jun-16,31740.7,32160.25,31514,31748.25,31809.06621,1012,583,32190775,153,15.12,646.25,7.55
23-Jun-16,31832,31867.85,31485.05,31677.4,31626.76807,595,361,18817927,149,25.04,382.8,-154.6
24-Jun-16,31500,31500,30464.25,31361.4,31119.98788,1650,854,51347980,594,36,1035.75,-138.6
27-Jun-16,31096.15,31995.6,31096.15,31880.15,31752.57676,723,416,22957113,201,27.8,899.45,784
28-Jun-16,31888.05,33088.5,31806.1,32879.6,32490.25022,2294,924,74532634,927,40.41,1282.4,991.55
29-Jun-16,33090,33598.95,32910.45,33372.75,33269.30186,1239,771,41220665,271,21.87,688.5,282.75
30-Jun-16,33674,33674,32800,33084.95,33152.29362,7353,970,243768815,6191,84.2,874,-589.05
01-Jul-16,33034,33877.4,33033.95,33630.25,33577.3939,1376,799,46202494,340,24.71,843.45,596.25
04-Jul-16,33987,35204,33653.5,35123.45,34654.44641,3499,1865,121255908,728,20.81,1550.5,1136.45
05-Jul-16,35124,35148.9,34513.9,34695.85,34858.86438,1283,725,44723923,170,13.25,635,-428.15
07-Jul-16,34849,35370,34849,35109.2,35158.90386,1321,795,46444912,186,14.08,521,260.2
08-Jul-16,35345,35497,35041.25,35277.75,35245.43715,1066,546,37571636,206,19.32,455.75,-67.25
11-Jul-16,35444,35900,35150.05,35261.4,35492.68847,1101,648,39077450,332,30.15,749.95,-182.6
12-Jul-16,35349.95,35700,35139.2,35217.85,35403.26563,2447,620,86631791,1811,74.01,560.8,-132.1
13-Jul-16,35200,35422.75,34340.05,34517.15,34648.33961,2815,824,97535076,1592,56.55,1082.7,-682.85
14-Jul-16,34506.1,34950,34185.05,34558.45,34608.50072,697,414,24122125,152,21.81,764.95,52.35
15-Jul-16,34764.6,34809.65,34100,34232.85,34353.33122,631,311,21676952,221,35.02,709.65,-531.75
18-Jul-16,34311.45,34787.1,34198.15,34491.95,34457.73295,1232,665,42451927,361,29.3,588.95,180.5
19-Jul-16,34725.35,34898.55,34525.05,34795.25,34737.71664,547,345,19001531,144,26.33,373.5,69.9
20-Jul-16,34946.75,35330,34946.75,35252,35215.61127,692,419,24369203,207,29.91,383.25,305.25
21-Jul-16,35262,35380.45,34194,34402.95,34707.29958,1185,643,41128150,289,24.39,1186.45,-859.05
22-Jul-16,34500,34656.3,34060.5,34141.7,34299.61758,944,602,32378839,207,21.93,595.8,-358.3
25-Jul-16,34290.85,35091,34247.95,34700.45,34582.7492,2185,543,75563307,1246,57.03,843.05,409.6
26-Jul-16,34761.2,34900,33670,33922.4,34384.25199,881,526,30292526,233,26.45,1230,-838.8
27-Jul-16,33980,34393.05,33750,34016.1,34021.07997,1213,662,41267570,256,21.1,643.05,36.1
28-Jul-16,34349,34443.65,33912,34146.6,34204.3767,807,401,27602932,285,35.32,531.65,-202.4
29-Jul-16,33912.2,34021.45,33701,33797.95,33829.60108,742,384,25101564,230,31,320.45,-114.25
01-Aug-16,33969,34439.95,33507.15,33746.6,33994.60043,936,635,31818946,240,25.64,932.8,-222.4
02-Aug-16,33815.25,34154.15,33770.05,33910.45,33960.77543,1514,581,51416614,764,50.46,384.1,95.2
03-Aug-16,33853,34975.95,33757.45,34670.7,34368.50565,2035,914,69939909,772,37.94,1218.5,817.7
04-Aug-16,34987,35550,34562.5,35297.75,35103.48246,1283,736,45037768,477,37.18,987.5,310.75
05-Aug-16,35500,37553.65,35500,37168.2,36928.35746,8289,3942,306099155,3771,45.49,2053.65,1668.2
08-Aug-16,37150,37555,36950,37065.35,37252.22898,2188,1177,81507877,737,33.68,605,-84.65
09-Aug-16,37137,37271.1,36039.55,37096.9,36891.56806,2035,857,75074341,852,41.87,1231.55,-40.1
10-Aug-16,37003.95,37003.95,36000.1,36484.85,36387.4618,1178,794,42864430,325,27.59,1003.85,-519.1
11-Aug-16,36498.95,37249,36000,36689.3,36791.47524,1696,1102,62398342,181,10.67,1249,190.35
12-Aug-16,36200,36854,36000.05,36116.45,36392.80189,1166,714,42434007,336,28.82,853.95,-83.55
16-Aug-16,36155.8,36483.35,35969.4,36116.3,36214.87595,524,385,18976595,122,23.28,513.95,-39.5
17-Aug-16,36168.95,36905,36168.95,36574.1,36573.46686,679,435,24833384,115,16.94,736.05,405.15
18-Aug-16,36613.85,36852.2,36350,36577.7,36610.15547,759,488,27787108,149,19.63,502.2,-36.15
19-Aug-16,36578,36795,36020.05,36091.7,36320.44844,1251,451,45436881,767,61.31,774.95,-486.3
22-Aug-16,36330.8,36389.45,35388.95,35488.8,35758.79752,805,470,28785832,231,28.7,1000.5,-842
23-Aug-16,35500,35875,35394.9,35795.25,35630.46507,916,462,32637506,299,32.64,480.1,295.25
24-Aug-16,35850,36490,35729.15,36292.15,36119.71652,1023,627,36950470,266,26,760.85,442.15
25-Aug-16,36537.85,36650,36180,36451.15,36447.80889,675,446,24602271,177,26.22,470,-86.7
26-Aug-16,36600,36900,36152,36319,36412.00591,508,330,18497299,149,29.33,748,-281
29-Aug-16,36440,37600,36440,37490.8,37123.05448,1964,1069,72909679,525,26.73,1160,1050.8
30-Aug-16,37433.75,38100,37400,37605,37687.4029,1241,780,46770067,296,23.85,700,171.25
31-Aug-16,37822.45,37972.5,37330,37449,37625.77177,666,464,25058764,168,25.23,642.5,-373.45
01-Sep-16,37525,37813.05,37200,37312.45,37492.19586,725,505,27181842,110,15.17,613.05,-212.55
02-Sep-16,36950,39000,36950,38827.35,38364.50312,2083,1318,79913260,508,24.39,2050,1877.35
06-Sep-16,39200,39735.35,38953.6,39497.85,39412.79857,1678,1020,66134676,300,17.88,781.75,297.85
07-Sep-16,39799,40300.05,39554.2,39886.3,40008.62594,1989,1205,79577157,388,19.51,745.85,87.3
08-Sep-16,40120,40350,39673.4,40042.65,40061.44608,1020,577,40862675,227,22.25,676.6,-77.35
09-Sep-16,40000,40510,39805.95,40158.4,40264.10398,1106,697,44532099,278,25.14,704.05,158.4
12-Sep-16,39999,39999,38600.3,39043.5,39101.14114,1417,827,55406317,383,27.03,1398.7,-955.5
14-Sep-16,39000,40900,39000,40648.25,40178.60908,1586,914,63723274,564,35.56,1900,1648.25
15-Sep-16,41000,41847.4,40868.9,41064.25,41426.22742,2137,1190,88527848,376,17.59,978.5,64.25
16-Sep-16,41370,41705.55,40250,40503.1,40971.75644,1359,790,55680617,195,14.35,1455.55,-866.9
19-Sep-16,40749,43236.8,40602.95,43073.35,42294.60591,4230,2626,178906183,936,22.13,2633.85,2324.35
20-Sep-16,43250,43861,42900,43512.05,43432.21475,2780,1739,120741557,419,15.07,961,262.05
21-Sep-16,43550,44269.9,43450,43799.7,43832.45248,2378,1430,104233572,321,13.5,819.9,249.7
22-Sep-16,44180,44578,43828.75,44288.25,44184.23262,2042,1235,90224203,259,12.68,749.25,108.25
23-Sep-16,44500,46355.05,44100,45816.25,45376.9132,4643,2963,210685008,689,14.84,2255.05,1316.25
26-Sep-16,45840,46343.55,45500,45630.65,45827.19867,1651,1105,75660705,365,22.11,843.55,-209.35
27-Sep-16,45680,46900,45680,46599.1,46457.46486,1850,1192,85946310,308,16.65,1220,919.1
28-Sep-16,46701,50000,46701,49734.45,48782.67691,9629,4946,469728396,2422,25.15,3299,3033.45
29-Sep-16,50390,51486.9,47900,48584.8,50230.19142,10260,6409,515361764,2353,22.93,3586.9,-1805.2
30-Sep-16,49440,51115,48955.7,50937.35,50096.61255,4878,2906,244371276,589,12.07,2159.3,1497.35
03-Oct-16,51451,52350,51300,51877.7,51850.90277,4412,2659,228766183,561,12.72,1050,426.7
04-Oct-16,52249,52499.95,50900.05,51145.85,51517.86467,3414,1921,175881990,586,17.16,1599.9,-1103.15
05-Oct-16,51660,53950,51260.05,53757.5,52996.83494,7567,4106,401027050,1581,20.89,2689.95,2097.5
06-Oct-16,53825.1,54600.65,53255,53805.05,53998.45994,6203,3595,334952447,1006,16.22,1345.65,-20.05
07-Oct-16,54101,54449,53060,53494.85,53621.43203,2023,1201,108476157,257,12.7,1389,-606.15
10-Oct-16,53670,54090,52888.8,53108.85,53443.80846,1843,944,98496939,449,24.36,1201.2,-561.15
13-Oct-16,53105,53650,52605.05,53357.5,53160.82759,2262,1396,120249792,264,11.67,1044.95,252.5
14-Oct-16,53390,53648,52201,52413.9,52773.28401,1933,1025,102010758,265,13.71,1447,-976.1
17-Oct-16,52600,52600,49735,49842.45,50781.76124,3937,2233,199927794,534,13.56,2865,-2757.55
18-Oct-16,49960,51785,48762.5,51617,50153.13785,5332,3266,267416531,674,12.64,3022.5,1657
19-Oct-16,51690,51796.4,50402,50552.9,50833.09331,2690,1451,136741021,250,9.29,1394.4,-1137.1
20-Oct-16,50600,51462.6,49476.9,49787.85,50420.94255,2646,1554,133413814,569,21.5,1985.7,-812.15
21-Oct-16,50190,51061.95,49782.55,50455.6,50389.50765,2681,1612,135094270,314,11.71,1279.4,265.6
24-Oct-16,50850,50850,49801.05,49943.25,50272.72387,1311,754,65907541,254,19.37,1048.95,-906.75
25-Oct-16,49950,50270,49775.85,50111.4,50069.63986,1405,706,70347844,458,32.6,494.15,161.4
26-Oct-16,50127.25,50752.1,49300,49605.65,50218.46424,2475,1535,124290699,667,26.95,1452.1,-521.6
27-Oct-16,49699,50020,46202,46455,47865.86547,5493,3651,262927199,1046,19.04,3818,-3244
28-Oct-16,46400,48150,46275,47903.95,47556.20448,2367,1570,112565536,332,14.03,1875,1503.95
30-Oct-16,48499,48580,47565,47990.15,48205.90719,431,281,20776746,162,37.59,1015,-508.85
01-Nov-16,48199,50400,47964.2,50086.95,48981.71991,5966,1963,292224941,3612,60.54,2435.8,1887.95
02-Nov-16,49447.3,50250,48848.5,49607.65,49552.59091,2354,1516,116646799,290,12.32,1401.5,160.35
03-Nov-16,49500,50750,49173,50305.9,50267.56637,3021,1650,151858318,433,14.33,1577,805.9
04-Nov-16,50250,50900,49600,50319.9,50234.2252,2198,1418,110414827,510,23.2,1300,69.9
07-Nov-16,50980,51000,50500,50834.8,50803.69603,1033,718,52480218,221,21.39,500,-145.2
08-Nov-16,50900,52389.95,50420,52051.2,51426.94441,1799,1174,92517073,378,21.01,1969.95,1151.2
09-Nov-16,47500,52550,47053.05,52099.85,50576.74236,4157,2778,210247518,512,12.32,5496.95,4599.85
10-Nov-16,52501,53950,52501,53528.05,53462.20075,1858,1323,99332769,510,27.45,1449,1027.05
11-Nov-16,52772.5,53389.5,52206,52696.35,52808.32514,1464,1009,77311388,262,17.9,1183.5,-76.15
15-Nov-16,52500,53000,49900,50094.05,51177.47211,1667,1146,85312846,343,20.58,3100,-2405.95
16-Nov-16,50900,51650,50400,50589.65,50979.87867,1261,941,64285627,233,18.48,1250,-310.35
17-Nov-16,51898,51898,49539,49883.6,50132.95567,1376,968,68982947,117,8.5,2359,-2014.4
18-Nov-16,50190,50190,49000,49198.85,49415.31448,1167,791,57667672,219,18.77,1190,-991.15
21-Nov-16,49198.85,49257.15,46651,46805.25,47751.34939,1474,1020,70385489,310,21.03,2606.15,-2393.6
22-Nov-16,47000,47450,46450,46970.85,46955.56596,1516,1010,71184638,197,12.99,1000,-29.15
23-Nov-16,47449,48279,46609.1,47510.95,47409.44824,1111,753,52671897,122,10.98,1669.9,61.95
24-Nov-16,47300,47800,46945.55,47168.65,47350.30846,804,553,38069648,153,19.03,854.45,-131.35
25-Nov-16,47533.25,47756.4,47200,47394.8,47489.23256,774,524,36756666,166,21.45,556.4,-138.45
28-Nov-16,47600,48450,47301.05,47587.95,47643.41371,2874,616,136927171,2075,72.2,1148.95,-12.05
29-Nov-16,47726,49450,47590.95,49105.9,48403.30568,4701,1214,227543940,3163,67.28,1859.05,1379.9
30-Nov-16,49490,50600,49490,49899.25,50126.05375,1972,1253,98848578,346,17.55,1110,409.25
01-Dec-16,50150,50680.55,48750.05,48912.65,49475.62928,1373,863,67930039,276,20.1,1930.5,-1237.35
02-Dec-16,49000,49300,48338.25,48812.45,48834.38623,1235,763,60310467,169,13.68,961.75,-187.55
05-Dec-16,48548,50850,48500,50489.35,50068.81013,2133,1239,106796772,805,37.74,2350,1941.35
06-Dec-16,50500,51000,50000,50299.05,50629.73133,1634,1125,82728981,516,31.58,1000,-200.95
07-Dec-16,50294.5,50751.05,49800,50123.95,50303.25833,600,445,30181955,105,17.5,951.05,-170.55
08-Dec-16,50590,51789,50554.15,51462.05,51246.28448,1617,993,82865242,470,29.07,1234.85,872.05
09-Dec-16,51500.05,53163.95,51291.2,52884.45,52378.10305,1999,1368,104703828,275,13.76,1872.75,1384.4
12-Dec-16,52999,53500,52000,52336.65,52486.27148,1024,706,53745942,176,17.19,1500,-662.35
13-Dec-16,52653.95,53387.45,52283.9,52625.8,52738.9005,1206,926,63603114,244,20.23,1103.55,-28.15
14-Dec-16,52520,52888,52250,52680.2,52626.96349,849,611,44680292,176,20.73,638,160.2
15-Dec-16,52700,53243.95,52361.25,52626.8,52799.12012,1307,898,69008450,331,25.33,882.7,-73.2
16-Dec-16,52565,52950,52000,52136.15,52364.93423,669,480,35032141,84,12.56,950,-428.85
19-Dec-16,52499,52499,51203.3,51521.95,51755.90153,457,319,23652447,82,17.94,1295.7,-977.05
20-Dec-16,51699,51832.35,49713,49822.8,50872.16506,3726,873,189549687,3002,80.57,2119.35,-1876.2
21-Dec-16,49990,50075.65,48800,48840.2,49139.20704,1222,924,60048111,320,26.19,1275.65,-1149.8
22-Dec-16,48790,49196.25,48012,48226.3,48386.66667,1071,773,51822120,261,24.37,1184.25,-563.7
23-Dec-16,48275.75,49658.75,48000,48966.35,48926.32407,1188,848,58124473,223,18.77,1658.75,690.6
26-Dec-16,48992.65,49065.1,47978.4,48228.65,48368.20286,700,508,33857742,155,22.14,1086.7,-764
27-Dec-16,48399,48787.15,47577.5,48642.4,48382.16267,1002,696,48478927,152,15.17,1209.65,243.4
28-Dec-16,48980,49087.45,48305.5,48458.55,48723.06347,835,537,40683758,173,20.72,781.95,-521.45
29-Dec-16,48496,48999,48365.5,48889.65,48804.81536,677,453,33040860,204,30.13,633.5,393.65
30-Dec-16,49000,49283.25,48501,48781.15,49055.54036,1214,696,59553426,476,39.21,782.25,-218.85
02-Jan-17,48789,49385.3,48780.65,49180.2,49067.1583,1036,597,50833576,404,39,604.65,391.2
03-Jan-17,49399,50550,49100,50407.75,50128.55368,1481,992,74240388,232,15.67,1450,1008.75
04-Jan-17,50550,50791.45,50210,50353.6,50472.41311,610,453,30788172,82,13.44,581.45,-196.4
05-Jan-17,50500,51985.7,50500,51631.05,51219.75933,1072,739,54907582,269,25.09,1485.7,1131.05
06-Jan-17,51760,52644.3,51130.5,51425.5,51873.18064,1921,1275,99648380,397,20.67,1513.8,-334.5
09-Jan-17,51551,51764.95,50810.35,51255.3,51172.81492,697,451,35667452,79,11.33,954.6,-295.7
10-Jan-17,51300,53775,51145.95,53001.15,52372.42965,1187,809,62166074,319,26.87,2629.05,1701.15
11-Jan-17,53850,55479.95,53450,55340.5,54585.02602,4535,2912,247543093,880,19.4,2029.95,1490.5
12-Jan-17,55500,55924.95,54577.3,54856.55,55171.76778,3066,1955,169156640,662,21.59,1347.65,-643.45
