Date,Open,High,Low,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Volume,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-Jun-22,67460,68128.35,67355,68050.55,67748.18487,119,94,8062034,52,43.7,773.35,590.55
23-Jun-22,68258.55,69200,68013.05,68980.4,68787.05966,352,285,24213045,125,35.51,1186.95,721.85
24-Jun-22,69300,70774.55,68612.95,70410.6,69610.98952,763,368,53113185,235,30.8,2161.6,1110.6
27-Jun-22,70800,71986.95,70800,71161.5,71221.73991,223,164,15882448,52,23.32,1186.95,361.5
28-Jun-22,71160,72501,70687.3,72286.1,71898.5068,294,214,21138161,82,27.89,1813.7,1126.1
29-Jun-22,71500,72058.5,71151,71504.55,71565.64069,231,182,16531663,84,36.36,907.5,4.55
30-Jun-22,71795.05,72174.65,70557.6,70734.25,71344.89055,201,161,14340323,54,26.87,1617.05,-1060.8
01-Jul-22,70750,72435,70294.25,72180.3,71343.89313,262,153,18692100,97,37.02,2140.75,1430.3
04-Jul-22,72083.45,72509.6,71747.8,71804.75,72090.93548,93,79,6704457,33,35.48,761.8,-278.7
05-Jul-22,72100,72415,71096.1,71174.1,71774.45882,255,183,18302487,97,38.04,1318.9,-925.9
06-Jul-22,71559.95,73452.65,71559.95,73270.65,72811.17227,238,185,17329059,138,57.98,1892.7,1710.7
07-Jul-22,73649.55,75500,73358.1,75353.55,74707.51471,680,524,50801110,354,52.06,2141.9,1704
08-Jul-22,75499,76400,75310.5,75994,75897.2229,655,471,49712681,366,55.88,1089.5,495
11-Jul-22,76044,76499,75610,76402.35,76070.61582,177,136,13464499,84,47.46,889,358.35
12-Jul-22,76397.95,76850,75139.6,76643.35,76587.88321,411,283,31477620,271,65.94,1710.4,245.4
13-Jul-22,76825.5,77558.2,76825.5,77230.05,77131.69215,484,294,37331739,306,63.22,732.7,404.55
14-Jul-22,77422,77872.55,76551.1,77376.45,77361.5929,366,252,28314343,194,53.01,1321.45,-45.55
15-Jul-22,77379.4,79749.95,77379.4,79541.45,78632.4,545,395,42854658,275,50.46,2370.55,2162.05
18-Jul-22,80000,80990,79805.2,80567.25,79727.08097,2816,361,224511460,2488,88.35,1184.8,567.25
19-Jul-22,80799.95,80799.95,79204.45,79932.5,79995.09677,372,265,29758176,106,28.49,1595.5,-867.45
20-Jul-22,80000,81000,79454.8,79647.45,80226.83962,212,144,17008090,64,30.19,1545.2,-352.55
21-Jul-22,79926.65,80380,79560,80173.9,80029.69079,152,125,12164513,61,40.13,820,247.25
22-Jul-22,80500,80702.95,79222,79477.15,79812.51685,267,193,21309942,93,34.83,1480.95,-1022.85
25-Jul-22,79435.25,81150,79435.25,80711.85,80616.85521,815,555,65702737,511,62.7,1714.75,1276.6
26-Jul-22,80610.05,80983,79898.3,80135.85,80319.65657,198,156,15903292,55,27.78,1084.7,-474.2
27-Jul-22,80445.4,80987.85,79656.1,80762.1,80352.87417,151,124,12133284,54,35.76,1331.75,316.7
28-Jul-22,80455.85,83233,80455.85,82990.55,82428.13152,441,294,36350806,207,46.94,2777.15,2534.7
29-Jul-22,83600,83957.6,82600,83784.5,83438.28412,447,335,37296913,130,29.08,1357.6,184.5
01-Aug-22,84000,87300,84000,86970.5,84234.68354,2923,462,246217980,2636,90.18,3300,2970.5
02-Aug-22,86965,88949.95,86258,88268.5,87722.97331,1424,951,124917514,660,46.35,2691.95,1303.5
03-Aug-22,88150,88852,87181.7,88703.45,88126.59201,951,733,83808389,453,47.63,1670.3,553.45
04-Aug-22,89250,89333,87807.3,88677.4,88548.65537,354,250,31346224,115,32.49,1525.7,-572.6
05-Aug-22,88888,89149.75,87904,88848.8,88612.23954,263,195,23305019,135,51.33,1245.75,-39.2
08-Aug-22,89200,89200,87501,87712.25,88185.32044,362,222,31923086,180,49.72,1699,-1487.75
10-Aug-22,86551.05,87240.1,82615.4,83472.3,84301.33947,1140,834,96103527,502,44.04,4624.7,-3078.75
11-Aug-22,84300,84500,82200,82489.2,83497.97074,581,441,48512321,184,31.67,2300,-1810.8
12-Aug-22,82185.5,84382.55,82185.5,83250.3,83334.61305,429,232,35750549,133,31,2197.05,1064.8
16-Aug-22,83250.05,87501,83250.05,87037.85,86081.23417,1785,1195,153655003,899,50.36,4250.95,3787.8
17-Aug-22,87000,87887.8,86390.05,86896.6,87062.25657,647,501,56329280,218,33.69,1497.75,-103.4
18-Aug-22,86888,87971.55,85847.25,87586.75,87381.59868,912,528,79692018,407,44.63,2124.3,698.75
19-Aug-22,87964.9,88469.5,86500.15,86905.5,87462.76818,440,349,38483618,141,32.05,1969.35,-1059.4
22-Aug-22,85000,86800,84556.15,84822.85,85783.28861,790,474,67768798,371,46.96,2243.85,-177.15
23-Aug-22,84100,86721.75,84000,85875.45,85919.35915,426,306,36601647,159,37.32,2721.75,1775.45
24-Aug-22,85500.05,86676.5,84842.25,85267.25,85442.44934,227,163,19395436,65,28.63,1834.25,-232.8
25-Aug-22,85899.95,86450,85053,85438.1,86026.03873,284,223,24431395,127,44.72,1397,-461.85
26-Aug-22,86000,86537.5,85056.1,85275.15,85472.93333,180,142,15385128,48,26.67,1481.4,-724.85
29-Aug-22,84800,84894.25,83704.5,84366.95,84365.24011,379,275,31974426,103,27.18,1189.75,-433.05
30-Aug-22,85499,86200,84366.95,85306.3,85598.13072,306,225,26193028,97,31.7,1833.05,-192.7
01-Sep-22,85400,86010.35,84457.95,85121.85,85352.16531,369,261,31494949,114,30.89,1552.4,-278.15
02-Sep-22,86050,86050,84159.8,84414.6,84952.25188,266,185,22597299,81,30.45,1890.2,-1635.4
05-Sep-22,85146.95,85146.95,84050.8,84193.25,84373.13712,1021,567,86144973,756,74.04,1096.15,-953.7
06-Sep-22,84749.95,85936.3,84430.35,85293.1,85067.34122,803,435,68309075,105,13.08,1505.95,543.15
07-Sep-22,85150,85890.55,84896.15,85067.35,85372.06122,441,285,37649079,108,24.49,994.4,-82.65
08-Sep-22,85744.95,86484.6,85294.4,85409.65,85797.28571,336,232,28827888,76,22.62,1190.2,-335.3
09-Sep-22,85900,85905,84050.8,84188.9,84858.00935,321,238,27239421,154,47.98,1854.2,-1711.1
12-Sep-22,84674.95,85955.85,84201.25,85820.65,85258.76568,303,203,25833406,116,38.28,1754.6,1145.7
13-Sep-22,85810,86300,85324.25,85525,85743.32796,186,140,15948259,97,52.15,975.75,-285
14-Sep-22,83581,86346.65,83581,86046.3,85337.40179,448,314,38231156,144,32.14,2765.65,2465.3
15-Sep-22,85800,93855,85741,92750.8,90781.4704,2889,2069,262267668,1032,35.72,8114,6950.8
16-Sep-22,92222,93173.45,85785.1,85990,88623.47043,2232,1540,197807586,888,39.78,7388.35,-6232
19-Sep-22,87899.95,87899.95,84647,86310.85,86188.48058,2884,901,248567578,1895,65.71,3252.95,-1589.1
20-Sep-22,87000,87477.95,85105,85555.75,86341.34884,602,426,51977492,141,23.42,2372.95,-1444.25
21-Sep-22,86200.05,86489.9,84000,84212.35,85195.59034,725,439,61766803,156,21.52,2489.9,-1987.7
22-Sep-22,84799.95,85223.9,83421,84519.6,84307.28109,804,448,67783054,175,21.77,1802.9,-280.35
23-Sep-22,84800,85044.05,82150,82599.55,83189.41964,672,531,55903290,232,34.52,2894.05,-2200.45
26-Sep-22,82500,82500,78000,78882.5,80182.64805,1182,787,94775890,393,33.25,4500,-3617.5
27-Sep-22,79999.95,81419.7,79447.75,79756.8,80308.25514,925,572,74285136,361,39.03,1971.95,-243.15
28-Sep-22,79666,81007.15,79348.5,80424.25,80450.50568,352,297,28318578,65,18.47,1658.65,758.25
29-Sep-22,81450,81777.05,78728.05,79544.15,80059.4184,576,402,46114225,142,24.65,3049,-1905.85
30-Sep-22,80088,82274.95,79101.05,81832.7,81006.73037,675,520,54679543,301,44.59,3173.9,1744.7
03-Oct-22,81888,82200,80110.1,80698.6,80964.83333,546,390,44206799,120,21.98,2089.9,-1189.4
04-Oct-22,81340.05,82950.7,81135.1,82798.05,82125.24138,667,399,54777536,264,39.58,1815.6,1458
06-Oct-22,82655.05,83817.8,82110.35,82393.8,83113.72805,820,487,68153257,235,28.66,1707.45,-261.25
07-Oct-22,82543.65,82976.05,81812.85,82760.35,82472.07888,393,291,32411527,74,18.83,1163.2,216.7
10-Oct-22,81949.95,82640,81282,82318.65,82039.69679,343,263,28139616,80,23.32,1358,368.7
11-Oct-22,82783.5,83000,80880,81100,82301.78525,2766,255,227646738,2568,92.84,2120,-1683.5
12-Oct-22,81799,82750,81280.3,82503.15,82046.26777,422,320,34623525,235,55.69,1469.7,704.15
13-Oct-22,82050.6,82698.7,81700,82048.45,82176.88327,257,221,21119459,58,22.57,998.7,-2.15
14-Oct-22,83150,83150,81103.6,81341.8,82089.30141,355,257,29141702,95,26.76,2046.4,-1808.2
17-Oct-22,81200,82600,80850,82297.7,81397.24815,3784,306,308007187,3493,92.31,1750,1097.7
18-Oct-22,82600,83300,82600,83023.4,82953.13306,481,272,39900457,282,58.63,700,423.4
19-Oct-22,83250,84354.75,82866.1,83167.3,83630.9711,346,298,28936316,104,30.06,1488.65,-82.7
20-Oct-22,83007,84450,83007,84231.25,83967.75131,571,430,47945586,324,56.74,1443,1224.25
21-Oct-22,84450,88119,84450,86166.9,86621.55915,1792,1272,155225834,831,46.37,3669,1716.9
24-Oct-22,87201,87968.15,85925,86225.1,86761,151,122,13100911,47,31.13,2043.15,-975.9
25-Oct-22,86888,87585,86217,87334.15,86373.22041,2450,253,211614390,2214,90.37,1368,446.15
27-Oct-22,88000,88272.6,86658.4,87419.8,87268.93548,279,231,24348033,100,35.84,1614.2,-580.2
28-Oct-22,87335,89500,87308.8,89318.25,88817.22945,1107,798,98320673,613,55.37,2191.2,1983.25
31-Oct-22,89480,91200,89480,90792.6,90613.70848,566,442,51287359,199,35.16,1720,1312.6
01-Nov-22,91000,92000,90300,90781.15,91020.98328,658,505,59891807,272,41.34,1700,-218.85
02-Nov-22,91000,91472.6,90447.7,90552,90697.21858,366,290,33195182,73,19.95,1024.9,-448
03-Nov-22,90514.9,91393.15,90357.15,90679.75,90575.33229,2564,175,232235152,2346,91.5,1036,164.85
04-Nov-22,90601.05,91450,90587,91240.4,90988.90981,377,305,34302819,192,50.93,863,639.35
07-Nov-22,91500,95954.35,91475,94917.7,93408.89933,1351,796,126195423,409,30.27,4479.35,3417.7
09-Nov-22,92053.25,92072.85,86010,87056.9,88426.81364,2860,2079,252900687,708,24.76,6062.85,-4996.35
10-Nov-22,86645,88265,85208.8,87400.9,87153.25266,1504,1040,131078492,341,22.67,3056.2,755.9
11-Nov-22,88002,88911,85858,86131.05,86911.24957,585,435,50843081,129,22.05,3053,-1870.95
14-Nov-22,86609.95,86609.95,85250,86165.8,86093.59365,598,360,51483969,71,11.87,1359.95,-444.15
15-Nov-22,86585,87900,86585,87607,87426.85945,1423,548,124408421,153,10.75,1315,1022
16-Nov-22,87899.95,88320.55,87088,87676,87775.24082,490,359,43009868,168,34.29,1232.55,-223.95
17-Nov-22,87855.3,88139.55,87195.55,87908.5,87827.42671,307,192,26963020,83,27.04,944,53.2
18-Nov-22,87600,88499.95,87500,88075.35,87904.81321,439,280,38590213,151,34.4,999.95,475.35
21-Nov-22,88990,89500,87137.9,89171.05,88715.18271,509,341,45156028,124,24.36,2362.1,181.05
22-Nov-22,89097.2,89741.6,88650,88894.25,89116.51031,388,270,34577206,87,22.42,1091.6,-202.95
23-Nov-22,88900,89600,88705.6,88942.7,89223.588,250,166,22305897,54,21.6,894.4,42.7
24-Nov-22,89300,89600,88768.25,89286.75,89082.6729,214,141,19063692,80,37.38,831.75,-13.25
25-Nov-22,90000,90333,88500,89851.15,89724.51685,267,199,23956446,108,40.45,1833,-148.85
28-Nov-22,90188.8,91849.95,90170,91489.05,91183.63953,344,275,31367172,127,36.92,1679.95,1300.25
29-Nov-22,91200,92750,91200,92556.9,92345.25215,349,247,32228493,190,54.44,1550,1356.9
30-Nov-22,92600,94000,92283.05,93556,92983.87622,307,241,28546050,140,45.6,1716.95,956
01-Dec-22,93600,95100,93320.15,94415.7,94255.94222,450,342,42415174,181,40.22,1779.85,815.7
02-Dec-22,94444,94940.25,93266.05,94535.9,94159.52371,485,375,45667369,198,40.82,1674.2,91.9
05-Dec-22,94700,95150,94140,94729.15,94515.10658,319,231,30150319,74,23.2,1010,29.15
06-Dec-22,94600,94800,94182.9,94482.95,94568.16822,214,183,20237588,110,51.4,617.1,-117.05
07-Dec-22,94555,95037.5,92700,92940.35,93692.97024,336,271,31480838,75,22.32,2337.5,-1614.65
08-Dec-22,93000,93339.4,90306.3,91085.55,91408.94695,377,296,34461173,103,27.32,3033.1,-1914.45
09-Dec-22,91800,91990.6,90170,91418.5,91221.98824,255,202,23261607,67,26.27,1820.6,-381.5
12-Dec-22,91455.5,91524.15,90689.95,91359.95,91124.69082,207,143,18862811,42,20.29,834.2,-95.55
13-Dec-22,91666,91978.1,90700,91052.35,91143.84746,177,144,16132461,60,33.9,1278.1,-613.65
14-Dec-22,91468.95,91900,91010,91230.1,91442.78182,220,176,20117412,105,47.73,890,-238.85
15-Dec-22,91240,91609.95,90518.9,90786.85,91235.98639,147,106,13411690,49,33.33,1091.05,-453.15
16-Dec-22,90601,90658.8,88782.2,89068,89554.90809,272,209,24358935,78,28.68,1876.6,-1533
19-Dec-22,89111,90120.3,88658.15,89859.05,89335.85294,272,160,24299352,42,15.44,1462.15,748.05
20-Dec-22,90494.95,90494.95,88701.05,88967.8,89117.85057,174,144,15506506,72,41.38,1793.9,-1527.15
21-Dec-22,89222,89942,87650.9,88214.3,89055.60894,179,133,15940954,39,21.79,2291.1,-1007.7
22-Dec-22,88737.45,88828.75,87500.05,88322.45,88138.7737,327,219,28821379,112,34.25,1328.7,-415
23-Dec-22,87900,88300,85800,86065.25,86726.82632,380,302,32956194,161,42.37,2500,-1834.75
26-Dec-22,85500,88245.1,85148.95,87653.65,86781.06528,337,189,29245219,91,27,3096.15,2153.65
27-Dec-22,87600,88519.9,87500,88021.2,87993.85581,215,167,18918679,75,34.88,1019.9,421.2
28-Dec-22,88990,88990,87555,87895.6,88134.89683,126,101,11104997,46,36.51,1435,-1094.4
29-Dec-22,88400,88400,86635.65,87586.35,87223.2327,159,114,13868494,45,28.3,1764.35,-813.65
30-Dec-22,87591,89200,87591,88531.1,88462.97719,263,200,23265763,124,47.15,1609,940.1
