index,Date,Open,High,Low,Close,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Volume,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
1346,11-Jun-21,82500.0,82852.55,81358.25,82143.55,82101.93201,1162,932,95402445,347,29.86,1494.3,-356.45
1347,14-Jun-21,82000.0,83000.0,81325.85,82496.15,82316.18145,496,432,40828826,120,24.19,1674.15,496.15
1348,15-Jun-21,82500.0,83300.9,81923.0,82848.6,82517.69118,6745,764,556581827,6212,92.1,1377.9,348.6
1349,16-Jun-21,82989.95,83140.75,82414.0,82524.0,82739.89362,329,294,27221425,97,29.48,726.75,-465.95
1350,17-Jun-21,82300.0,83300.0,81813.2,82681.45,82746.47727,440,394,36408450,101,22.95,1486.8,381.45
1351,18-Jun-21,82681.45,83078.85,80501.35,82692.05,81888.1541,1499,1000,122750343,320,21.35,2577.5,10.6
1352,21-Jun-21,81000.0,82200.0,81000.0,81761.35,81797.83125,480,377,39262959,169,35.21,1200.0,761.35
1353,22-Jun-21,82250.0,82394.0,81502.35,81803.9,82021.29427,384,296,31496177,143,37.24,891.65,-446.1
1354,23-Jun-21,82050.0,82450.0,81802.65,81973.95,81772.4975,6189,407,506089987,5908,95.46,647.35,-76.05
1355,24-Jun-21,81890.0,82153.85,80610.65,80971.75,81124.74536,809,718,65629919,317,39.18,1543.2,-918.25
1356,25-Jun-21,81101.05,81330.05,80379.95,80515.25,80724.53092,469,334,37859805,174,37.1,950.1,-585.8
1357,28-Jun-21,80998.95,81050.0,79917.3,80544.75,80512.62624,808,573,65054202,270,33.42,1132.7,-454.2
1358,29-Jun-21,80493.55,80793.7,79547.0,80204.05,80122.97122,695,389,55685465,151,21.73,1246.7,-289.5
1359,30-Jun-21,80205.0,80656.0,79821.25,80057.4,80245.46127,581,417,46622613,99,17.04,834.75,-147.6
1360,01-Jul-21,80375.55,81449.7,80191.9,80987.5,80818.59041,271,253,21901838,63,23.25,1257.8,611.95
1361,02-Jul-21,81000.0,81499.95,80590.05,81150.95,81045.93141,277,256,22449723,38,13.72,909.9,150.95
1362,05-Jul-21,81200.0,81755.15,80610.15,80857.25,81324.03111,450,364,36595814,218,48.44,1145.0,-342.75
1363,06-Jul-21,80950.15,81300.0,80321.0,80425.05,80862.37438,406,346,32830124,147,36.21,979.0,-525.1
1364,07-Jul-21,80450.05,81300.0,80441.5,80749.55,80925.18263,449,337,36335407,111,24.72,858.5,299.5
1365,08-Jul-21,81200.0,81267.95,80117.85,80419.55,80579.86207,261,197,21031344,57,21.84,1150.1,-780.45
1366,09-Jul-21,80455.85,80663.1,79865.0,79980.25,80132.10298,806,654,64586475,314,38.96,798.1,-475.6
1367,12-Jul-21,79991.0,80567.8,79901.05,80191.45,80195.24781,1029,169,82520910,62,6.03,666.75,200.45
1368,13-Jul-21,80378.85,83400.0,80124.2,83134.85,82352.32737,2795,2136,230174755,1692,60.54,3275.8,2756.0
1369,14-Jul-21,83000.65,83321.3,82328.65,82800.1,82891.64767,860,615,71286817,278,32.33,992.65,-200.55
1370,15-Jul-21,82999.8,83200.1,81137.85,81526.5,81826.93427,426,321,34858274,120,28.17,2062.25,-1473.3
1371,16-Jul-21,82107.0,82600.0,81374.7,82384.25,81968.79672,610,506,50000966,209,34.26,1225.3,277.25
1372,19-Jul-21,81990.0,82900.0,81720.15,82222.4,82365.55796,1018,198,83848138,49,4.81,1179.85,232.4
1373,20-Jul-21,82250.0,82693.15,81383.85,81617.25,82131.4811,291,234,23900261,106,36.43,1309.3,-632.75
1374,22-Jul-21,82210.1,82402.6,81295.2,81531.35,81726.70817,257,232,21003764,63,24.51,1107.4,-678.75
1375,23-Jul-21,82453.1,82453.1,81000.0,81141.9,81380.25641,156,154,12695320,51,32.69,1453.1,-1311.2
1376,26-Jul-21,81160.8,81560.05,80746.85,80876.0,81015.27488,211,192,17094223,52,24.64,813.2,-284.8
1377,27-Jul-21,81288.55,81384.05,79986.65,80141.2,80534.53985,389,282,31327936,133,34.19,1397.4,-1147.35
1378,28-Jul-21,80354.85,80529.7,79200.15,79929.6,79843.91116,484,395,38644453,162,33.47,1329.55,-425.25
1379,29-Jul-21,79800.0,80250.0,79500.0,79660.8,79877.86849,403,286,32190781,168,41.69,750.0,-139.2
1380,30-Jul-21,80148.1,81116.2,79702.05,79911.75,80305.17866,403,305,32362987,124,30.77,1414.15,-236.35
1381,02-Aug-21,80874.95,81300.0,80188.3,80399.2,80668.56597,576,464,46465094,182,31.6,1111.7,-475.75
1382,03-Aug-21,80650.0,81135.8,80560.0,81017.35,80885.77946,331,237,26773193,69,20.85,575.8,367.35
1383,04-Aug-21,81408.4,81548.25,80242.45,80469.2,80976.72468,385,301,31176039,82,21.3,1305.8,-939.2
1384,05-Aug-21,80899.7,80900.0,79501.0,79750.45,80000.58199,433,366,34640252,159,36.72,1399.0,-1149.25
1385,06-Aug-21,79940.0,80126.8,79013.95,79160.05,79374.65672,670,507,53181020,207,30.9,1112.85,-779.95
1386,09-Aug-21,79600.0,82600.0,79146.1,80013.9,80951.90168,3641,2739,294745874,1018,27.96,3453.9,413.9
1387,10-Aug-21,80200.0,80931.15,78250.0,78830.0,79427.09624,1091,807,86654962,334,30.61,2681.15,-1370.0
1388,11-Aug-21,78850.1,79868.0,77369.7,77586.9,77989.02655,1130,902,88127600,342,30.27,2498.3,-1263.2
1389,12-Aug-21,78289.85,78700.85,77610.0,78212.55,78219.51127,577,415,45132658,121,20.97,1090.85,-77.3
1390,13-Aug-21,78600.0,79200.0,78600.0,78818.6,78856.51183,465,330,36668278,236,50.75,600.0,218.6
1391,16-Aug-21,79500.0,79500.0,78191.9,78657.15,78651.77975,395,317,31067453,146,36.96,1308.1,-842.85
1392,17-Aug-21,78309.3,79149.95,77900.25,78711.8,78647.87715,407,318,32009686,115,28.26,1249.7,402.5
1393,18-Aug-21,79198.65,79499.0,78921.0,79353.6,79232.04839,310,241,24561935,105,33.87,578.0,154.95
1394,20-Aug-21,79278.05,79278.05,77810.0,78114.0,78327.17849,465,391,36422138,161,34.62,1468.05,-1164.05
1395,23-Aug-21,79000.0,79000.0,75975.0,76183.2,76875.00865,1271,843,97708136,453,35.64,3025.0,-2816.8
1396,24-Aug-21,76200.0,77396.05,76052.5,77153.7,76650.09899,596,485,45683459,242,40.6,1343.55,953.7
1397,25-Aug-21,77694.45,77999.8,76729.35,77066.4,77286.33583,533,353,41193617,194,36.4,1270.45,-628.05
1398,26-Aug-21,77449.95,77449.95,76330.05,76543.8,76871.28571,462,388,35514534,115,24.89,1119.9,-906.15
1399,27-Aug-21,77199.0,77319.9,76534.5,76928.9,77003.52717,368,208,28337298,123,33.42,785.4,-270.1
1400,30-Aug-21,77546.0,78365.7,77546.0,78207.05,77931.1377,443,239,34523494,214,48.31,819.7,661.05
1401,31-Aug-21,78511.15,79900.0,78256.9,79716.3,79176.74276,1209,761,95724682,851,70.39,1643.1,1205.15
1402,01-Sep-21,80300.0,80548.25,79300.0,79967.2,79979.28526,312,222,24953537,102,32.69,1248.25,-332.8
1403,02-Sep-21,80549.9,81800.0,80107.0,81250.55,81113.05742,1132,858,91819981,764,67.49,1693.0,700.65
1404,03-Sep-21,81701.65,82595.0,81444.05,82368.45,82196.064,500,358,41098032,190,38.0,1150.95,666.8
1405,06-Sep-21,82400.0,83192.35,81236.9,81459.4,82137.0743,498,366,40904263,138,27.71,1955.45,-940.6
1406,07-Sep-21,81761.75,82272.5,80995.7,81060.25,81408.90491,652,450,53078606,220,33.74,1276.8,-701.5
1407,08-Sep-21,81680.0,81680.0,79835.0,80187.3,80478.88923,325,223,26155639,123,37.85,1845.0,-1492.7
1408,09-Sep-21,80608.0,81409.8,79749.1,79891.65,81044.58258,1447,343,117271511,1105,76.36,1660.7,-716.35
1409,13-Sep-21,79700.0,80400.0,79217.6,80160.6,79891.66506,415,311,33155041,184,44.34,1182.4,460.6
1410,14-Sep-21,80299.0,80803.55,80125.65,80403.35,80450.2095,358,221,28801175,236,65.92,677.9,104.35
1411,15-Sep-21,80898.8,80933.8,80160.0,80239.1,80541.39524,210,155,16913693,74,35.24,773.8,-659.7
1412,16-Sep-21,80495.8,80522.25,79833.4,79944.35,80035.2021,381,277,30493412,174,45.67,688.85,-551.45
1413,17-Sep-21,80299.95,80300.0,78900.85,79387.4,79403.05418,443,333,35175553,177,39.95,1399.15,-912.55
1414,20-Sep-21,78776.15,79870.6,78630.35,78872.6,79063.02222,225,154,17789180,78,34.67,1240.25,96.45
1415,21-Sep-21,79000.0,79043.9,78100.0,78437.75,78469.7814,645,226,50613009,390,60.47,943.9,-562.25
1416,22-Sep-21,78200.05,80549.9,78200.05,80018.6,79898.10795,880,650,70310335,462,52.5,2349.85,1818.55
1417,23-Sep-21,80120.0,81008.05,80000.0,80163.2,80122.30465,2557,495,204872733,2293,89.68,1008.05,43.2
1418,24-Sep-21,80200.0,80694.9,79044.0,79463.55,79930.59756,328,224,26217236,95,28.96,1650.9,-736.45
1419,27-Sep-21,79878.45,81988.95,79111.0,81798.75,80842.11152,1623,1094,131206747,1039,64.02,2877.95,1920.3
1420,28-Sep-21,81980.0,81980.0,79800.05,80551.5,80905.47436,624,355,50485016,180,28.85,2179.95,-1428.5
1421,29-Sep-21,80411.0,80433.3,78868.15,79079.75,79741.75321,624,419,49758854,281,45.03,1565.15,-1331.25
1422,30-Sep-21,79600.0,79600.4,78700.0,79367.7,79133.38477,486,375,38458825,207,42.59,900.4,-232.3
1423,01-Oct-21,79009.0,79336.3,78507.6,79191.35,79152.48795,1369,328,108359756,1135,82.91,828.7,182.35
1424,04-Oct-21,79110.0,80519.95,79048.6,79779.9,80035.26323,737,492,58985989,416,56.44,1471.35,669.9
1425,05-Oct-21,79950.0,80050.0,79205.15,79415.5,79479.50239,209,166,16611216,69,33.01,844.85,-534.5
1426,06-Oct-21,79761.4,79850.0,78525.05,78715.95,79132.84075,584,467,46213579,261,44.69,1324.95,-1045.45
1427,07-Oct-21,79100.0,81400.0,78895.4,81192.75,80448.07102,2098,1486,168780053,1611,76.79,2504.6,2092.75
1428,08-Oct-21,81409.5,86244.25,81409.5,85793.45,84150.13494,1534,1157,129086307,705,45.96,4834.75,4383.95
1429,11-Oct-21,86250.0,87579.85,84757.25,84892.2,85944.47972,2737,645,235230041,2074,75.78,2822.6,-1357.8
1430,12-Oct-21,85600.0,86178.0,84461.35,85635.15,85303.33333,399,333,34036030,104,26.07,1716.65,35.15
1431,13-Oct-21,85850.0,86700.0,85403.95,86120.85,86084.55456,889,584,76529169,392,44.09,1296.05,270.85
1432,14-Oct-21,86250.0,86859.5,84964.75,85173.5,85607.60225,621,385,53162321,260,41.87,1894.75,-1076.5
1433,18-Oct-21,85500.0,86850.0,84000.0,84288.25,84636.68243,2771,700,234528247,2199,79.36,2850.0,-1211.75
1434,19-Oct-21,84300.0,85097.95,82634.05,83078.1,83862.00551,363,265,30441908,83,22.86,2463.9,-1221.9
1435,20-Oct-21,83237.5,83749.0,81001.0,82527.55,82783.92299,2675,635,221446994,2078,77.68,2748.0,-709.95
1436,21-Oct-21,83356.0,83356.0,80946.05,81100.5,81388.70144,1179,347,95957279,760,64.46,2409.95,-2255.5
1437,22-Oct-21,81299.1,82210.2,80190.0,80676.65,81137.89597,471,340,38215949,142,30.15,2020.2,-622.45
1438,25-Oct-21,81638.5,81638.5,79225.45,79374.0,80023.43586,608,370,48654249,295,48.52,2413.05,-2264.5
1439,26-Oct-21,79310.0,80485.1,79310.0,80055.3,79830.01826,219,178,17482774,82,37.44,1175.1,745.3
1440,27-Oct-21,80400.0,80583.5,79200.0,79453.95,79781.9697,297,210,23695245,137,46.13,1383.5,-946.05
1441,28-Oct-21,79499.95,79692.0,77300.0,77653.6,78251.63933,1012,693,79190659,520,51.38,2392.0,-1846.35
1442,29-Oct-21,77653.6,78449.9,76640.2,77353.85,77596.98821,509,404,39496867,216,42.44,1809.7,-299.75
1443,01-Nov-21,78203.5,78943.5,77235.9,78680.65,78366.15636,582,426,45609103,244,41.92,1707.6,477.15
1444,02-Nov-21,78799.0,79277.6,78350.1,78590.4,78765.18543,151,123,11893543,59,39.07,927.5,-208.6
1445,03-Nov-21,78874.1,78981.75,77815.0,78070.15,78242.44475,362,276,28323765,151,41.71,1166.75,-803.95
1446,04-Nov-21,78340.0,78673.4,78151.1,78400.9,78400.84536,97,90,7604882,63,64.95,522.3,60.9
1447,08-Nov-21,78859.05,80200.0,78568.1,79855.2,79588.89407,236,183,18782979,86,36.44,1631.9,996.15
1448,09-Nov-21,80150.0,80439.8,78050.0,78519.65,78769.39896,579,443,45607482,168,29.02,2389.8,-1630.35
1449,10-Nov-21,78824.95,78943.85,78000.0,78218.4,78463.38082,365,277,28639134,185,50.68,943.85,-606.55
1450,11-Nov-21,78800.0,78800.0,76905.0,77201.25,77283.49898,982,786,75892396,472,48.07,1895.0,-1598.75
1451,12-Nov-21,77725.0,78299.95,77300.0,78194.05,77831.29655,290,215,22571076,96,33.1,999.95,469.05
1452,15-Nov-21,78700.0,78879.65,77711.95,78458.25,78407.74028,797,607,62490969,385,48.31,1167.7,-241.75
1453,16-Nov-21,78863.95,79448.15,78190.8,78459.2,78874.36218,312,234,24608801,73,23.4,1257.35,-404.75
1454,17-Nov-21,78850.0,79450.0,78594.55,79340.9,79232.59164,622,486,49282672,444,71.38,855.45,490.9
1455,18-Nov-21,79500.0,79998.5,77310.0,77532.75,78051.49746,394,296,30752290,208,52.79,2688.5,-1967.25
1456,22-Nov-21,77600.0,77989.95,75040.1,75664.3,76110.45015,973,750,74055468,473,48.61,2949.85,-1935.7
1457,23-Nov-21,75949.0,76789.55,75075.2,76468.8,76389.18197,1220,396,93194802,829,67.95,1714.35,519.8
1458,24-Nov-21,76790.0,77448.95,76089.0,76464.9,76954.69737,304,217,23394228,100,32.89,1359.95,-325.1
1459,25-Nov-21,76599.0,76646.4,75265.65,75658.45,75749.18006,361,271,27345454,147,40.72,1380.75,-940.55
1460,26-Nov-21,75830.0,75830.0,74555.05,75171.1,74963.49903,517,356,38756129,230,44.49,1274.95,-658.9
1461,29-Nov-21,75100.0,75100.0,73111.0,73802.35,73898.31325,332,247,24534240,172,51.81,1989.0,-1297.65
1462,30-Nov-21,73690.0,75999.8,73690.0,75015.65,74810.56088,501,309,37480091,103,20.56,2309.8,1325.65
1463,01-Dec-21,75000.1,75323.15,73550.0,73785.55,74084.23228,508,397,37634790,207,40.75,1773.15,-1214.55
